初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
1000000.0,6057729.42,6.05772942,5.05772942,-0.12426821933032939,68,0.6176470588235294,0.04556292647058824,40.70010375344287,0
