策略名,命名条件,买入过滤,市场过滤,排序方式,初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
新因子策略版,yesterday_body_lt_prev,竞价匹配金额_openapi>=50000000,市场20日高低差>=0,个股热度排名昨日升序,1000000.0,4290845.01,4.29084501,3.29084501,-0.20754281596332458,99,0.5656565656565656,0.03347430303030303,15.856222219619173,0
