初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
1000000.0,5710759.58,5.71075958,4.71075958,-0.13509144339471857,67,0.582089552238806,0.043698462686567165,34.87089531078449,0
