方案,桶数,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,平均持有自然日,最大同时持仓桶数
3桶轮动,3,3235355.6118904585,3.2353556118904585,2.2353556118904585,-0.5227021271719918,81,0.6419753086419753,0.047531222222222225,4.276538195825878,1.8888888888888888,3
