日期,现金,持仓市值,总权益,持仓数量,净值,历史高点,回撤
20240509,0.0,982587.21,982587.21,3,0.9825872099999999,0.9825872099999999,0.0
20240510,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240513,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240514,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240515,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240516,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240517,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240520,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240521,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240522,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240523,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240524,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240527,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240528,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240529,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240530,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240531,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240603,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240604,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240605,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240606,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240607,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240611,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240612,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240613,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240614,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240617,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240618,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240619,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240620,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240621,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240624,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240625,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240626,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240627,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240628,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240701,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240702,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240703,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240704,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240705,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240708,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240709,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240710,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240711,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240712,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240715,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240716,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240717,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240718,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240719,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240722,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240723,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240724,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240725,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240726,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240729,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240730,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240731,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240801,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240802,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240805,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240806,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240807,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240808,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240809,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
20240812,922840.93,0.0,922840.93,0,0.92284093,0.9825872099999999,-0.06080506584245071
