策略名,命名条件,买入过滤,市场过滤,排序方式,初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
竞昨比排序版,yesterday_body_lt_prev,竞价匹配金额_openapi>=50000000,市场20日高低差>=0,"(('竞昨成交比估算', False), ('个股热度排名昨日', True), ('基础代码', True))",1000000.0,5039279.59,5.03927959,4.03927959,-0.2100546588984844,100,0.59,0.03890664,19.229659609464363,0
