截止日期,基线候选宇宙行数,基线候选宇宙交易日,基线候选宇宙起始,基线候选宇宙结束,入选候选池行数,入选候选池交易日,入选候选池起始,入选候选池结束,日线股票数,日线最早最大日期,日线最晚最大日期
20260423,107,61,20250910,20260421,99,61,20250910,20260421,89,20260423,20260423
