策略名,命名条件,买入过滤,市场过滤,排序方式,初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
量比>=1.2,,量比>=1.2,,个股热度排名昨日升序,1000000.0,1017998.19,1.01799819,0.017998189999999914,-0.5081711082273712,124,0.43548387096774194,0.0018628064516129047,0.035417578269614995,0
