初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
1000000.0,8752186.43,8.75218643,7.75218643,-0.1512343505712196,65,0.6461538461538462,0.04933133846153847,51.25942883160876,0
