策略名,命名条件,买入过滤,市场过滤,排序方式,初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
基线,,,,个股热度排名昨日升序,1000000.0,2504704.55,2.50470455,1.50470455,-0.5964442403605301,599,0.48580968280467446,0.006812118530884807,2.5227916512203348,0
