股票代码,基础代码,股票简称,买入日期,卖出日期,买入原价,买入执行价,卖出执行价,信号热度排名,分配资金,卖出回款,单笔净收益率,持有自然日
600050.SH,600050,中国联通,20250910,20250911,5.55,5.5528,5.7671,87.0,1000000.0,1036939.26,0.036939,1
600376.SH,600376,首开股份,20250912,20250919,5.0,5.0025,7.2564,7.0,1036939.26,1501725.03,0.448229,7
002050.SZ,002050,三花智控,20250922,20250923,41.87,41.8909,45.0075,5.0,750862.52,805433.88,0.072678,1
600162.SH,600162,香江控股,20250922,20250923,2.7,2.7014,2.4288,28.0,750862.52,674020.99,-0.102338,1
000981.SZ,000981,山子高科,20250924,20250925,4.11,4.1121,3.6382,1.0,739727.44,653434.07,-0.116656,1
600400.SH,600400,红豆股份,20250924,20250925,3.2,3.2016,3.6082,24.0,739727.44,832337.45,0.125195,1
300450.SZ,300450,先导智能,20250926,20250929,64.69,64.7223,63.1084,13.0,495257.17,482135.03,-0.026496,3
300111.SZ,300111,向日葵,20250926,20250929,8.65,8.6543,7.4963,27.0,495257.17,428298.37,-0.1352,3
002812.SZ,002812,恩捷股份,20250926,20250929,44.66,44.6823,45.7271,74.0,495257.17,506026.94,0.021746,3
000021.SZ,000021,深科技,20251015,20251016,29.5,29.5147,30.4248,18.0,472153.45,485932.88,0.029184,1
000063.SZ,000063,中兴通讯,20251015,20251016,51.03,51.0555,54.003,24.0,472153.45,498612.37,0.056039,1
601212.SH,601212,白银有色,20251015,20251020,5.53,5.5328,5.8771,8.0,472153.45,500732.58,0.060529,5
002156.SZ,002156,通富微电,20251017,20251020,41.18,41.2006,39.2504,7.0,492272.62,468220.83,-0.048859,3
002759.SZ,002759,天际股份,20251017,20251020,23.28,23.2916,23.5182,10.0,492272.62,496266.69,0.008114,3
002185.SZ,002185,华天科技,20251021,20251022,12.4,12.4062,12.2639,4.0,732610.05,723046.51,-0.013054,1
002208.SZ,002208,合肥城建,20251021,20251022,12.75,12.7564,15.3823,6.0,732610.05,882006.51,0.203924,1
002208.SZ,002208,合肥城建,20251023,20251024,14.96,14.9675,14.3028,5.0,1605053.02,1531326.9,-0.045934,1
000555.SZ,000555,神州信息,20251027,20251028,14.68,14.6873,15.2024,20.0,382831.72,395623.03,0.033412,1
300520.SZ,300520,科大国创,20251027,20251028,33.26,33.2766,37.0815,27.0,382831.72,425922.0,0.112557,1
002050.SZ,002050,三花智控,20251028,20251029,49.0,49.0245,52.9635,4.0,765663.45,825859.64,0.07862,1
601138.SH,601138,工业富联,20251029,20251030,78.12,78.1591,77.931,6.0,410772.51,408918.88,-0.004513,1
000981.SZ,000981,山子高科,20251029,20251030,4.14,4.1421,4.1979,31.0,410772.51,415643.33,0.011858,1
002512.SZ,002512,达华智能,20251030,20251031,4.94,4.9425,4.6177,12.0,825859.64,770356.51,-0.067206,1
002709.SZ,002709,天赐材料,20251031,20251103,41.77,41.7909,40.2898,10.0,412281.1,396837.07,-0.03746,3
300274.SZ,300274,阳光电源,20251031,20251103,195.59,195.6878,199.3703,12.0,412281.1,419367.58,0.017188,3
002709.SZ,002709,天赐材料,20251103,20251104,40.68,40.7003,39.5402,7.0,385178.25,373600.62,-0.030058,1
603686.SH,603686,福龙马,20251104,20251105,30.0,30.015,34.2828,1.0,1201382.91,1370013.36,0.140364,1
000555.SZ,000555,神州信息,20251105,20251106,21.9,21.9109,21.2894,2.0,373600.62,362421.17,-0.029924,1
603686.SH,603686,福龙马,20251106,20251107,34.0,34.017,31.8841,2.0,685006.68,641028.09,-0.064202,1
600745.SH,600745,闻泰科技,20251106,20251107,41.4,41.4207,44.9775,47.0,685006.68,742638.51,0.084133,1
600089.SH,600089,特变电工,20251107,20251110,25.5,25.5127,26.3368,2.0,362421.17,373529.14,0.030649,3
603516.SH,603516,淳中科技,20251110,20251111,230.0,230.115,202.5887,63.0,1383666.59,1216204.0,-0.121028,1
000572.SZ,000572,海马汽车,20251111,20251112,9.7,9.7048,9.1254,2.0,373529.14,350666.29,-0.061208,1
300475.SZ,300475,香农芯创,20251112,20251113,176.04,176.128,192.8735,13.0,304051.0,332426.29,0.093324,1
002213.SZ,002213,大为股份,20251112,20251113,27.96,27.974,30.1449,20.0,304051.0,327123.01,0.075882,1
000572.SZ,000572,海马汽车,20251113,20251114,9.06,9.0645,10.9345,9.0,958768.29,1154710.92,0.204369,1
002759.SZ,002759,天际股份,20251114,20251117,46.51,46.5333,47.1464,2.0,659549.3,667171.19,0.011556,3
002050.SZ,002050,三花智控,20251117,20251118,41.66,41.6808,42.1189,21.0,577355.46,582490.74,0.008894,1
300502.SZ,300502,新易盛,20251117,20251118,314.33,314.4872,316.7016,98.0,577355.46,580490.81,0.005431,1
000572.SZ,000572,海马汽车,20251118,20251119,11.16,11.1656,10.3448,4.0,667171.19,617140.33,-0.07499,1
300274.SZ,300274,阳光电源,20251121,20251124,170.02,170.105,167.3363,61.0,1780121.88,1748346.67,-0.01785,3
601138.SH,601138,工业富联,20251125,20251126,56.36,56.3882,58.9005,4.0,291391.11,303887.09,0.042884,1
002474.SZ,002474,榕基软件,20251125,20251126,11.51,11.5158,12.3338,5.0,291391.11,311592.23,0.069326,1
000566.SZ,000566,海南海药,20251125,20251126,7.73,7.7339,8.6957,28.0,291391.11,327104.52,0.122562,1
300058.SZ,300058,蓝色光标,20251127,20251128,10.79,10.7954,10.7246,7.0,605585.73,600654.03,-0.008144,1
600343.SH,600343,航天动力,20251127,20251128,21.64,21.6508,23.7881,12.0,605585.73,664302.39,0.096958,1
603778.SH,603778,国晟科技,20251127,20251202,10.19,10.1951,13.1034,18.0,605585.73,777095.91,0.283214,5
000070.SZ,000070,特发信息,20251201,20251202,13.49,13.4967,14.7326,6.0,632478.21,689289.38,0.089823,1
000063.SZ,000063,中兴通讯,20251201,20251202,42.45,42.4712,45.4773,66.0,632478.21,676160.44,0.069065,1
300638.SZ,300638,广和通,20251203,20251204,33.88,33.8969,29.8651,21.0,2142545.73,1884680.68,-0.120355,1
000078.SZ,000078,海王生物,20251205,20251208,4.82,4.8224,5.1374,4.0,314113.45,334097.4,0.06362,3
000678.SZ,000678,襄阳轴承,20251205,20251208,14.4,14.4072,14.9725,21.0,314113.45,325916.49,0.037576,3
002565.SZ,002565,顺灏股份,20251205,20251209,11.0,11.0055,13.1934,9.0,314113.45,375957.07,0.196883,4
000078.SZ,000078,海王生物,20251209,20251210,4.81,4.8124,4.8276,4.0,801177.11,802418.77,0.00155,1
002639.SZ,002639,雪人集团,20251209,20251210,16.58,16.5883,15.0025,7.0,801177.11,723427.79,-0.097044,1
002565.SZ,002565,顺灏股份,20251210,20251211,13.7,13.7068,14.4928,11.0,375957.07,396877.23,0.055645,1
603696.SH,603696,安记食品,20251211,20251212,21.86,21.8709,20.06,7.0,381461.64,349316.07,-0.084269,1
605299.SH,605299,舒华体育,20251211,20251212,13.72,13.7269,12.3038,25.0,381461.64,341369.96,-0.1051,1
002682.SZ,002682,龙洲股份,20251212,20251216,9.72,9.7249,10.7346,8.0,1159800.51,1278179.35,0.102068,4
000592.SZ,000592,平潭发展,20251215,20251216,13.58,13.5868,15.3523,3.0,345343.02,389594.31,0.128137,1
002235.SZ,002235,安妮股份,20251215,20251216,12.77,12.7764,11.6942,9.0,345343.02,315584.84,-0.08617,1
002413.SZ,002413,雷科防务,20251217,20251218,9.26,9.2646,9.1654,11.0,661119.5,652993.42,-0.012291,1
300456.SZ,300456,赛微电子,20251217,20251218,62.32,62.3512,65.6472,19.0,661119.5,694954.15,0.051178,1
