日期,时间戳,总股票数,上涨家数,下跌家数,涨跌家数差,上涨占比,下跌占比,涨停家数,跌停家数,真实涨停家数,真实跌停家数,平盘家数,停牌家数
2026-04-22,2026-04-22 15:00:00+0800,5200,2658,2390,268,0.5111538461538462,0.4596153846153846,62,17,58,5,141,11
