市场仓位策略,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,平均持有自然日
市场60_200到299半仓,4645971.65,4.645971650000001,3.645971650000001,-0.18306238451943335,105,0.5904761904761905,0.03772256190476191,19.91655281652335,1.9333333333333333
