排序名次,股票代码,股票简称,申万一级行业代码,申万一级行业,申万一级行业涨跌幅,申万一级行业涨跌幅排名,竞价匹配金额_openapi,竞价未匹配金额,竞价未匹配占比,竞价涨幅今日,开盘价:不复权今日,成交金额昨日,成交量昨日,成交量前日,实体涨跌幅昨日,实体涨跌幅前日,个股热度排名昨日,连续涨停天数昨日,竞昨成交比,昨日前日成交量比
1,002281.SZ,光迅科技,801770,通信,0.008182536035899579,2.0,68296800.0,1313400.0,0.019230769230769232,2.051282051282063,129.0,11075102500.0,86801054.0,110242060.0,-0.771,5.471,77,0,0.006166696877071792,0.7873678521609628
