初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
1000000.0,6550330.32,6.5503303200000005,5.5503303200000005,-0.1512343505712196,53,0.6037735849056604,0.04913967924528302,36.70019608003162,0
