候选策略,候选交易日,分仓策略,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,平均持有自然日,平均单笔分配资金
量比优先排序,56,等权基线,5832721.36,5.832721360000001,4.832721360000001,-0.13509144305944643,67,0.582089552238806,0.04468241791044777,35.7737044667839,1.955223880597015,1507286.1985074626
量比优先排序,56,竞昨比平方根比例,5822159.49,5.822159490000001,4.822159490000001,-0.13618906857592183,67,0.582089552238806,0.044682417910447754,35.40783074899858,1.955223880597015,1520256.9853731343
量比优先排序,56,竞昨比50_30_20,5733171.19,5.73317119,4.73317119,-0.13797980613472993,67,0.582089552238806,0.044682417910447754,34.303361648285765,1.955223880597015,1486927.9343283582
量比优先排序,56,量比50_30_20,5556228.38,5.55622838,4.55622838,-0.13306035789172077,67,0.582089552238806,0.04468241791044776,34.24181666268836,1.955223880597015,1406301.8429850747
量比优先排序,56,量比60_30_10,5358893.57,5.35889357,4.35889357,-0.16767433218228645,67,0.582089552238806,0.04468241791044776,25.996188643001407,1.955223880597015,1342596.3034328357
量比优先排序,56,量比竞昨比混合平方根,5340700.22,5.3407002199999996,4.3407002199999996,-0.1460061007008887,67,0.582089552238806,0.04468241791044776,29.729581155601526,1.955223880597015,1428105.513880597
量比优先排序,56,量比平方根比例,5273932.63,5.27393263,4.27393263,-0.13637328669972115,67,0.582089552238806,0.04468241791044776,31.339954718629944,1.955223880597015,1403015.7707462683
