策略名,命名条件,买入过滤,市场过滤,排序方式,初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
量比>=1.2,,量比>=1.2,,个股热度排名昨日升序,1000000.0,22768227.94,22.768227940000003,21.768227940000003,-0.5081711066586785,460,0.5,0.02268061739130435,42.83641406362167,0
