分仓策略,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,平均持有自然日,平均单笔分配资金
等权基线,5039279.59,5.03927959,4.03927959,-0.2100546588984844,100,0.59,0.03890664,19.229659609464363,1.98,1139327.2295000001
