排序名次,股票代码,股票简称,申万一级行业代码,申万一级行业,申万一级行业涨跌幅,申万一级行业涨跌幅排名,竞价匹配金额_openapi,竞价涨幅今日,开盘价:不复权今日,成交量昨日,成交量前日,实体涨跌幅昨日,实体涨跌幅前日,个股热度排名昨日,连续涨停天数昨日,昨收估算,昨日成交额估算,竞昨成交比估算,昨日前日成交量比,建议动作,建议权重,买入日期,行业强度口径,行业涨幅排名阈值,市场20日高低差,开仓开关,基础代码,观察状态,卖出日期,最后可用日期,买入执行价,卖出执行价,单笔净收益率,持有自然日,最新收盘价
1,002580.SZ,圣阳股份,801730,电力设备,0.86,4.0,282884620,-9.394,29.7,104899111.0,82237602.0,-1.727,4.978,1,0,32.77928613999073,3438517975.299649,0.0822693445350821,1.275561403164455,开盘等权买入,1.0,20260421,申万一级行业日线涨幅排名（仅用于历史复盘）,8,656,通过,002580,待卖出,,,29.7148,,,0,
