日期,股票代码,股票简称,开盘价:不复权今日,收盘价:不复权今日,开盘价:不复权明日,收盘价:不复权明日,涨跌幅:前复权今日,涨跌幅:前复权昨日,开盘收益率,收益率,量比,个股热度排名昨日,连续涨停天数昨日,竞价涨幅今日,实体涨跌幅今日,实体涨跌幅昨日,实体涨跌幅前日,成交量昨日,成交量前日,换手率昨日,个股热度昨日,个股热度前日,大单动向(ddx值)昨日,最低价:不复权今日,开盘后最大跌幅,基础代码,竞价强度,竞价匹配金额_openapi,竞价未匹配金额,竞价换手率_openapi,竞价量比_openapi,昨日涨停_openapi,昨日炸板_openapi,连续涨停天数_openapi,个股热度排名_openapi,集合竞价评级_unifiedwap,昨收估算,昨日成交额估算,竞昨成交比估算,昨日前日成交量比,industry_code,申万一级行业代码,申万一级行业,申万一级行业开盘涨幅,申万一级行业开盘涨幅排名,市场指数收盘,市场20日新高数,市场20日新低数,市场20日高低差,市场60日新高数,市场60日新低数,市场60日高低差,市场120日新高数,市场120日新低数,市场120日高低差,一级行业候选数,竞价未匹配占比
20251205,000078.SZ,海王生物,4.82,5.29,5.64,5.14,9.97920998,6.4159292,0.1701244813278007,0.0663900414937758,4.164878777614001,4,0,0.208,9.751,-3.219,7.619,760266443.0,182542274.0,28.946639,40380778.5,20656905.0,6482.892,4.82,0.0,000078,9.48029506218915,115332719.0,8255937.0,0.8999999999999999,1.08,,1.0,0.0,,,4.809995209963276,3656877949.125818,0.031538574873019885,4.164878777614001,370402,801150,医药生物,0.0002616478292232,4.0,3902.81,367,159,208,216,59,157,164,29,135,1,0.0715836500828529
20251208,300502.SZ,新易盛,375.12,404.52,404.83,419.13,7.15477736,0.87107548,0.0792013222435486,0.1173224568138195,1.0519547885062808,77,0,-0.633,7.838,-1.085,1.939,35427159.0,33677454.0,4.001296,6408285.0,6236029.5,-453.306,375.03,-0.000239923,300502,7.903676634823888,70111428.0,561179.52,0.0,0.473,,,0.0,,,377.5096359958537,13374093898.457233,0.005242331071721254,1.0519547885062808,730204,801770,通信,0.0024221303746543,11.0,3924.08,505,231,274,244,106,138,191,49,142,1,0.008004109116134391
20251219,001208.SZ,华菱线缆,21.41,21.17,21.21,21.03,-0.37647059,2.16346154,-0.009341429,-0.017748716,0.9755637038775764,15,0,0.753,-1.121,2.164,5.051,151005259.0,154787697.0,57.329745,19014348.5,19291969.5,-785.37,20.19,-0.056982718,001208,8.708394192500919,68379258.0,2826120.0,1.2,0.336,,,0.0,,,21.249987593421537,3208859880.2914057,0.02130951819366768,0.9755637038775763,630805,801730,电力设备,0.0053463261011597,4.0,3890.45,566,85,481,208,28,180,144,17,127,1,0.041330077024234455
20251219,300308.SZ,中际旭创,583.34,571.7,590.01,617.5,0.08753501,-3.18315875,0.011434155038228,0.0585593307505056,0.7467590019448028,71,0,2.125,-1.995,-1.004,5.921,24162887.0,32357008.0,2.185696,7027312.0,10497296.5,-44.093,570.28,-0.022388316,300308,8.906852726920478,246601150.0,7151748.4,0.0,0.965,,,0.0,,,571.201958384333,13801888374.61934,0.017867203625083754,0.7467590019448028,730204,801770,通信,0.0125038018316379,1.0,3890.45,566,85,481,208,28,180,144,17,127,2,0.02900127756906243
20251219,002491.SZ,通鼎互联,6.35,7.16,7.47,6.95,9.98463902,4.66237942,0.1763779527559055,0.094488188976378,3.161516755526237,39,0,-2.458,12.756,0.154,10.284,286978590.0,90772440.0,24.393215,10128649.0,4397640.0,-1319.442,6.26,-0.014173228,002491,8.649292152393516,72407780.0,383540.0,1.0,4.778,,1.0,0.0,,,6.510016198150541,1868235269.4224029,0.03875731348460524,3.161516755526237,730205,801770,通信,0.0125038018316379,1.0,3890.45,566,85,481,208,28,180,144,17,127,2,0.005296944610095766
20251222,300308.SZ,中际旭创,590.01,617.5,625.0,621.0,8.01119468,0.08753501,0.0593040795918713,0.0525245334824833,0.9288175705163046,88,0,3.203,4.659,-1.995,-1.004,22442914.0,24162887.0,2.030113,5961085.0,7027312.0,-621.028,590.01,0.0,300308,9.335855561417398,540095150.0,6608112.0,0.1,2.124,,,0.0,,,571.6984971367111,12830580205.168453,0.04209436684573604,0.9288175705163046,730204,801770,通信,0.0191708723595522,1.0,3917.36,607,109,498,202,40,162,148,24,124,1,0.012235088576522118
20251222,000592.SZ,平潭发展,13.51,12.9,12.84,13.09,-5.14705882,-7.4829932,-0.049592894,-0.031088083,0.8821025441813877,1,0,-0.662,-4.515,-6.142,7.143,433186594.0,491084168.0,22.619617,92947911.5,64022831.5,-13230.66,12.5,-0.074759437,000592,9.239080116846806,157180680.0,975489.55,0.6,1.693,,,0.0,,,13.600032213251726,5891351632.748796,0.026679901285515763,0.8821025441813877,110301,801010,农林牧渔,0.0011482332024594,22.0,3917.36,607,109,498,202,40,162,148,24,124,1,0.00620616700474893
20251224,002792.SZ,通宇通讯,30.88,34.71,35.83,38.18,6.3093415,-7.63790665,0.1602979274611398,0.2363989637305699,0.9939686543792284,21,0,-5.421,12.403,-7.69,5.522,146963465.0,147855231.0,44.082,19508267.5,23227346.5,-2781.08,30.33,-0.017810881,002792,7.371134885907627,59178339.0,213164.64,0.6,0.542,,,0.0,,,32.64995400670339,4798350372.915763,0.012333059155919814,0.9939686543792285,730204,801770,通信,0.0016793184915619,5.0,3940.95,699,96,603,224,35,189,168,21,147,1,0.0036020720351748977
20251231,002149.SZ,西部材料,43.71,45.51,45.02,46.03,5.8372093,-3.82464773,0.0299702585220773,0.0530770990619995,1.189855652702546,38,0,1.651,4.118,-1.444,-1.04,114862086.0,96534471.0,23.530597,15502730.0,16297063.5,-2983.774,43.5,-0.0048043925875085,002149,8.7252166913754,62470332.0,7535604.0,0.3,0.828,,,0.0,,,43.0000688630707,4939077607.755949,0.012648177850435347,1.1898556527025461,240504,801050,有色金属,0.000397920713997,17.0,3968.84,581,480,101,260,266,-6,197,178,19,1,0.12062692415337252
20251231,600151.SH,航天机电,17.41,17.55,17.48,19.31,1.44508671,-5.41279388,0.0040206777713957,0.1091326823664559,1.1179954153473608,23,0,0.636,0.804,-6.839,11.524,357422781.0,319699684.0,24.920495,20304659.5,20931314.5,-10357.966,16.98,-0.0246984491671453,600151,8.949350298343708,59792904.0,3051973.0,0.2,0.572,,,0.0,,,17.29997217695457,6183404166.709726,0.009669900654709527,1.1179954153473608,630502,801730,电力设备,0.0012475981280135,13.0,3968.84,581,480,101,260,266,-6,197,178,19,1,0.05104239459585372
20251231,600783.SH,鲁信创投,23.66,24.73,26.0,22.26,10.0088968,-3.14519604,0.0989010989010989,-0.059171597633136,57.02519922271144,40,0,5.249,4.522,-11.947,0.0,127419044.0,2234434.0,17.117948,15346939.5,6918526.5,-2969.562,23.05,-0.0257819103972949,600783,9.502640324868729,104890104.0,2748700.5,0.6,1.708,,1.0,0.0,,,22.480023563169247,2864383111.516499,0.03661874124947892,57.025199222711436,640103,801890,机械设备,0.0020671042424409,9.0,3968.84,581,480,101,260,266,-6,197,178,19,1,0.026205527453762464
20260105,600343.SH,航天动力,46.7,45.69,44.5,45.35,-6.69797835,0.45128205,-0.0471092077087795,-0.0289079229122055,0.965502967490155,18,0,-4.636,-2.163,2.234,7.711,145867078.0,151078850.0,22.855786,20152716.0,21641829.0,714.357,44.32,-0.0509635974304069,600343,8.424307104912026,169435210.0,8809347.9,0.6,2.565,,,0.0,,,48.97026131454218,7143148926.848706,0.023719960445336613,0.965502967490155,640106,801890,机械设备,0.0016180552649565,24.0,4023.42,1089,88,1001,333,33,300,225,20,205,2,0.051992427666008735
20260105,002009.SZ,天奇股份,23.18,22.21,21.37,20.91,-1.81255526,-3.45710627,-0.0780845556514235,-0.0979292493528904,1.5144409222480557,16,0,2.476,-4.185,-8.31,7.625,159250125.0,105154399.0,44.97034,20302874.5,18256755.0,-805.197,21.63,-0.0668679896462468,002009,8.8782723527997,63598966.0,-53314.0,0.8,0.399,,,0.0,,,22.619930520316956,3602226762.8517904,0.017655458744537875,1.5144409222480555,640209,801890,机械设备,0.0016180552649565,24.0,4023.42,1089,88,1001,333,33,300,225,20,205,2,-0.0008382840689579765
20260106,002347.SZ,泰尔股份,12.41,13.42,12.75,12.71,2.13089802,6.13893376,0.0273972602739725,0.024174053182917,5.9658029534434,12,0,-5.556,8.139,-0.379,3.512,241891636.0,40546367.0,49.027162,26725972.0,17492582.5,4010.42,12.01,-0.032232070910556,002347,7.56960314158309,57344227.0,3608728.7,0.8999999999999999,0.54,,1.0,0.0,,,13.14006183558511,3178471054.550845,0.018041450123604603,5.9658029534434,640108,801890,机械设备,0.0006918164075029,11.0,4083.67,1441,53,1388,460,10,450,333,6,327,1,0.06293098518879678
20260106,002565.SZ,顺灏股份,17.76,18.44,17.75,19.46,4.12196499,-3.38243317,-0.0005630630630631,0.0957207207207206,1.8247963889653216,11,0,0.282,3.829,-8.617,5.043,385700138.0,211366123.0,36.38873,27300372.5,17874736.0,-2090.877,17.76,0.0,002565,8.94441714591042,76065494.0,2547370.1,0.4,0.54,,,0.0,,,17.710057637462356,6830771674.757185,0.011135710227454488,1.8247963889653216,360205,801140,轻工制造,0.0002118523226348,15.0,4083.67,1441,53,1388,460,10,450,333,6,327,1,0.03348916790049375
20260107,002600.SZ,领益智造,16.23,16.17,16.17,16.43,1.0625,0.43942247,-0.0036968576709795,0.0123228589032655,1.0748121967209825,93,0,1.438,-0.37,-0.559,2.181,311805701.0,290102496.0,4.332116,7058450.5,5424924.0,-1085.891,15.86,-0.0227972889710413,002600,9.031262876807787,66582244.0,1429570.9,0.1,2.718,,,0.0,,,15.99992113409176,4988866625.160196,0.013346166374584526,1.0748121967209823,270504,801080,电子,0.0109892495842121,1.0,4085.77,1136,137,999,447,49,398,344,26,318,1,0.021470752773066645
20260108,603667.SH,五洲新春,75.61,75.94,76.92,78.11,0.44973545,-2.43902439,0.0173257505620949,0.0330644094696468,0.959550512073614,36,0,0.013,0.437,0.84,4.069,80875950.0,84285245.0,22.085018,14608808.0,19700543.5,-2266.435,75.18,-0.0056870784287791,603667,8.382334944037225,59313323.0,358088.96,0.2142157471938292,,,,,36.0,看多,75.60017197764292,6114235728.855249,0.009700856432485808,0.9595505120736139,640108,801890,机械设备,4.52140887108321e-06,8.0,4082.98,1541,86,1455,494,27,467,357,12,345,1,0.006037243268262006
20260108,002163.SZ,海南发展,20.8,20.16,20.21,19.93,-3.03030303,0.19277108,-0.0283653846153846,-0.0418269230769231,0.7687765533712804,52,0,0.048,-3.077,-0.048,7.346,148310523.0,192917594.0,18.456938,10715755.0,13217687.5,-4672.797,19.9,-0.0432692307692308,002163,8.699918943356874,52499200.0,29120.0,0.314106593702841,,,,,52.0,看多,20.79002079002079,3083378856.5488567,0.017026516183211084,0.7687765533712804,620201,801720,建筑装饰,0.0014433969158809,3.0,4082.98,1541,86,1455,494,27,467,357,12,345,1,0.0005546751188589541
20260109,600266.SH,城建发展,7.13,6.82,6.86,7.15,1.03703704,0.0,-0.037868162692847,0.0028050490883591,2.143266707730415,29,0,5.63,-4.348,-3.709,0.0,512677303.0,239203689.0,24.69849,17099803.0,9413605.0,-5045.396,6.45,-0.0953716690042075,600266,9.88186400021504,98454605.0,-331195.63,0.6652315160054117,,,,,29.0,看多,6.749976332481302,3460559661.4503455,0.028450486231101985,2.143266707730415,430101,801180,房地产,0.0003315982599818,16.0,4120.43,2070,62,2008,710,22,688,464,12,452,1,-0.0033639424991852847
20260112,600151.SH,航天机电,21.2,22.79,22.79,20.51,9.99034749,1.81818182,0.075,-0.0325471698113206,1.0483770616565489,27,0,2.317,7.5,-3.628,9.057,293423174.0,279883245.0,20.458267,18328439.5,18666321.5,-6214.303,20.8,-0.0188679245283018,600151,8.81859779390576,67619223.0,7583536.8,0.222386676940331,,,,,27.0,-,20.719919465973398,6079704534.730299,0.01112212322387138,1.0483770616565489,630502,801730,电力设备,0.0006625698081472,21.0,4165.29,2610,78,2532,1063,24,1039,647,13,634,1,0.11215060545726767
20260112,002324.SZ,普利特,22.8,23.9,23.0,21.51,4.8245614,-2.64730999,0.0087719298245613,-0.056578947368421,15.44236445163787,29,0,0.0,4.825,-8.8,0.0,280124800.0,18140020.0,36.085723,17592377.0,9717012.0,-8174.134,22.07,-0.0320175438596491,002324,9.00088179871851,120278026.0,4187174.4,0.6795717319918764,,,,,29.0,看多,22.8,6386845440.0,0.018832149161887343,15.44236445163787,220503,801030,基础化工,0.0032010800923303,13.0,4165.29,2610,78,2532,1063,24,1039,647,13,634,1,0.0348124635833315
20260112,300065.SZ,海兰信,24.25,26.39,26.26,24.12,14.58966565,2.35555556,0.0828865979381443,-0.005360824742268,1.5369780182451152,77,0,5.297,8.825,-6.42,19.745,259439916.0,168798716.0,39.494878,8950404.0,8955941.0,-7240.184,24.25,0.0,300065,9.100047440189504,83025598.0,382277.0,0.5211998143533092,,,,,77.0,-,23.03009582419252,5974926126.100458,0.013895669376951233,1.5369780182451152,650401,801740,国防军工,0.0213049563459444,3.0,4165.29,2610,78,2532,1063,24,1039,647,13,634,1,0.00460432696913547
20260113,002757.SZ,南兴股份,27.31,25.01,24.73,26.42,-7.37037037,8.0,-0.0944708897839618,-0.032588795313072,0.8278171971168441,26,0,1.148,-8.422,4.287,8.696,101539742.0,122659619.0,36.000117,18480890.0,16473317.5,2516.797,25.0,-0.0845844013181984,002757,8.332714692324993,59022918.0,884297.8,0.7662435580890222,,,,,26.0,-,27.000039546011784,2741577049.4918337,0.02152881970285687,0.8278171971168441,640209,801890,机械设备,0.0015730405057932,12.0,4138.76,1054,137,917,406,37,369,300,11,289,1,0.014982278578636184
20260114,601138.SH,工业富联,60.1,60.0,59.3,60.79,0.95911156,-2.46184146,-0.0133111480865225,0.0114808652246255,0.9144879664442606,74,0,1.127,-0.167,-2.233,-0.916,193031606.0,211081625.0,0.97205,10431081.5,12043820.5,-4777.045,59.37,-0.0121464226289518,601138,8.97053945607053,79169730.0,1406340.0,0.0066335331493728,,,,,74.0,-,59.43022140476827,11471911082.697994,0.006901180581795501,0.9144879664442606,270504,801080,电子,0.0066412142119962,2.0,4126.09,1090,187,903,586,69,517,392,31,361,1,0.01776360737872922
20260114,002230.SZ,科大讯飞,61.26,62.64,61.66,63.39,2.87403515,2.16442953,0.0065295461965393,0.034769833496572,1.1190854480560606,40,0,0.608,2.253,-0.213,3.652,223585590.0,199793135.0,10.212883,15660482.5,16309302.0,-7133.445,61.26,0.0,002230,8.785917899440934,62033346.0,562121.76,0.0462543706278154,,,,,40.0,看多,60.88979007633587,13614079639.1937,0.004556558184176595,1.1190854480560606,710402,801750,计算机,0.0010625974117683,6.0,4126.09,1090,187,903,586,69,517,392,31,361,1,0.009061606317350672
20260116,603881.SH,数据港,36.41,35.57,34.51,34.26,-6.83603981,-0.88265836,-0.052183466080747,-0.0590497116176874,1.2563513380732136,46,0,-4.636,-2.307,-4.55,7.298,158983877.0,126544122.0,22.13098,12406345.0,7260696.5,-3269.881,35.57,-0.0230705850041196,603881,8.002639254778424,97863453.0,1153541.62,0.3741514558151937,,,,,46.0,-,38.18002600562056,6070008558.334381,0.01612245716945972,1.2563513380732136,730104,801770,通信,0.0075988693638944,3.0,4101.91,935,282,653,431,145,286,301,87,214,1,0.011787256474590163
20260119,603993.SH,洛阳钼业,24.27,23.31,23.33,23.07,-3.87628866,0.83160083,-0.0387309435517099,-0.0494437577255871,1.08123944645068,50,0,0.083,-3.956,0.331,3.219,330420149.0,305593872.0,1.892349,10872180.5,10831441.5,-8670.6,22.86,-0.0580964153275649,603993,8.877674405752922,56784519.0,356769.0,0.0133996973136606,,,,,50.0,-,24.249872605737234,8012646519.618715,0.00708686185781001,1.08123944645068,240302,801050,有色金属,0.0010164978883213,4.0,4114.0,1354,137,1217,572,79,493,414,50,364,1,0.006282856776509809
20260120,000547.SZ,航天发展,29.0,26.91,26.85,25.88,-6.88581315,-4.93421053,-0.0741379310344827,-0.1075862068965517,0.8341257744409095,5,0,0.346,-7.207,-2.365,-0.328,221846052.0,265962351.0,13.960299,37190882.0,51209222.0,-6718.214,26.01,-0.103103448275862,000547,8.783117351875799,56605100.0,-1041100.0,0.1228289050264944,,,,,5.0,看多,28.900005979311583,6411352229.286669,0.00882888632158304,0.8341257744409095,650501,801740,国防军工,0.0017637252825184,9.0,4113.65,1081,192,889,445,44,401,326,21,305,1,-0.018392335672934065
20260120,002716.SZ,湖南白银,11.5,12.4,13.18,13.64,10.02661934,1.07623318,0.1460869565217391,0.1860869565217391,1.014558793495776,54,0,2.041,7.826,-1.915,5.989,481634037.0,474722648.0,20.716741,9944011.0,10061404.5,5797.447,11.23,-0.0234782608695651,002716,9.19953476038426,50992150.0,-2731365.0,0.1907259363955907,,,,,54.0,看多,11.269979714036515,5428005826.579512,0.00939426957692361,1.014558793495776,240402,801050,有色金属,0.005002623494664,2.0,4113.65,1081,192,889,445,44,401,326,21,305,1,-0.05356442119032047
20260121,000657.SZ,中钨高新,38.41,41.68,43.04,42.51,10.00263922,-5.88673621,0.1205415256443635,0.1067430356677948,1.428736967301385,72,0,1.372,8.513,-5.98,7.618,128432945.0,89892645.0,8.891913,8134827.0,6775924.5,-1047.395,38.41,0.0,000657,8.556876808806585,56808313.0,537816.82,0.1023772395421764,,,,,72.0,-,37.890147180681055,4866343188.898315,0.011673716956419744,1.428736967301385,240502,801050,有色金属,0.0027229529850147,1.0,4116.94,1246,199,1047,612,91,521,430,63,367,1,0.009467220404872786
20260122,002498.SZ,汉缆股份,5.4,6.05,5.76,5.94,6.32688928,7.76515152,0.0666666666666665,0.1,26.91784898232942,32,0,-5.097,12.037,-0.871,0.0,488584854.0,18150962.0,14.686348,16104375.5,9468381.5,5428.721,5.18,-0.0407407407407408,002498,8.078265434309348,59426055.0,8429265.0,0.3307935022165471,,,,,32.0,偏空,5.690020336554166,2780057755.3923483,0.02137583468715139,26.91784898232942,630805,801730,电力设备,0.0017694466202915,12.0,4122.58,1348,128,1220,611,72,539,429,46,383,1,0.1418445999822805
20260122,002201.SZ,九鼎新材,12.63,13.86,14.29,14.8,10.0,-9.61262554,0.1314330958036419,0.1718131433095803,1.059045088136482,43,0,0.238,9.739,-10.638,1.826,205159605.0,193721313.0,34.078342,12610061.0,14295738.0,-6551.315,12.63,0.0,002201,8.834597792462105,57884414.0,848874.93,0.7612808485091825,,,,,43.0,看多,12.600011971507811,2585013479.0698137,0.02239230644972459,1.059045088136482,610202,801710,建筑材料,0.0058105963424879,3.0,4122.58,1348,128,1220,611,72,539,429,46,383,1,0.014664999977368693
20260122,300136.SZ,信维通信,73.05,81.0,82.0,93.5,10.48970127,-10.15931373,0.1225188227241615,0.2799452429842574,1.139743596480824,20,0,-0.355,10.883,-8.363,0.741,199751726.0,175260231.0,24.225017,19502182.5,18373397.0,-6245.01,72.1,-0.0130047912388775,300136,8.939975528305734,197196210.0,1455959.6,0.3273798209803276,,,,,20.0,看多,73.31025139244318,14643849249.134428,0.013466145864049777,1.139743596480824,270504,801080,电子,0.0154665468779386,1.0,4122.58,1348,128,1220,611,72,539,429,46,383,1,0.007383304172022373
20260123,601899.SH,紫金矿业,38.39,37.56,38.74,39.5,-0.26553372,-1.23262523,0.0091169575410263,0.0289137796301119,0.703938758100032,60,0,1.938,-2.162,0.427,0.98,273949936.0,389167286.0,1.329796,10109335.5,13834891.5,4109.249,37.35,-0.0270903881219067,601899,9.363763910469968,140260440.0,684608.87,0.0177349932120467,,,,,60.0,-,37.66014636347584,10316994686.02484,0.013595086967524905,0.703938758100032,240302,801050,有色金属,0.0161566465378173,1.0,4136.16,1548,80,1468,801,52,749,536,36,500,1,0.004880983333575739
20260126,601212.SH,白银有色,10.97,11.41,11.41,12.55,10.0289296,9.96818664,0.040109389243391,0.1440291704649043,0.4925174440637661,12,4,5.786,4.011,0.0,14.303,303785648.0,616801804.0,4.102564,25625601.0,27785621.5,10126.188,10.83,-0.0127620783956244,601212,10.398722124962818,160839580.0,23266635.0,0.1980042333256675,,,,,12.0,看多,10.369992248501692,3150254814.9660635,0.051056054016929635,0.4925174440637661,240302,801050,有色金属,0.0263567990373043,1.0,4132.61,941,297,644,502,106,396,380,53,327,1,0.14465739714067893
20260128,000630.SZ,铜陵有色,7.73,8.35,8.92,9.19,10.01317523,0.52980132,0.1539456662354462,0.188874514877102,1.1542711374568249,13,0,1.845,8.021,0.931,3.425,1288377140.0,1116182410.0,11.562198,22829637.5,21097776.5,-4547.213,7.46,-0.0349288486416559,000630,9.68443753713052,85370120.0,146097.0,0.0991114480098645,,,,,13.0,看多,7.5899651431096276,9778737583.779272,0.008730178028461448,1.1542711374568249,240302,801050,有色金属,0.0096495477647315,4.0,4151.24,688,674,14,485,209,276,373,126,247,1,0.0017113364722926476
20260203,002455.SZ,百川股份,9.78,10.31,10.21,10.78,10.03201708,-2.29405631,0.0439672801635993,0.1022494887525562,2.2336385899301057,35,0,4.376,5.419,-5.258,3.564,264100256.0,118237685.0,50.863858,12801956.0,8180500.0,-7056.114,9.41,-0.0378323108384457,002455,9.337818044553666,65827224.0,4504668.0,1.2963049066296275,,,,,35.0,看多,9.36997010807082,2474611504.2538514,0.026601033692296005,2.2336385899301057,220309,801030,基础化工,0.013897254969452,5.0,4067.74,372,184,188,274,109,165,208,82,126,2,0.06843168716943009
20260203,002165.SZ,红宝丽,12.4,13.7,14.5,14.12,10.04016064,-2.50587314,0.1693548387096773,0.1387096774193547,1.2054999692556156,5,0,-0.402,10.484,-2.506,13.713,318270911.0,264015694.0,43.740792,36370091.5,31697539.0,-6871.758,12.4,0.0,002165,8.910760280355134,81210675.0,4055444.8,0.900080059426288,,,,,5.0,-,12.450049197775057,3962488500.1706862,0.020494867050466343,1.2054999692556156,220313,801030,基础化工,0.013897254969452,5.0,4067.74,372,184,188,274,109,165,208,82,126,2,0.04993733644006776
20260203,002995.SZ,天地在线,36.1,36.99,35.76,33.29,5.23470839,1.85453492,-0.0094182825484765,-0.0778393351800554,0.8682665997827356,15,0,2.703,2.465,0.4,4.576,49683532.0,57221517.0,44.195664,18599513.0,19977328.0,-150.556,33.73,-0.065650969529086,002995,8.677022916435332,65626190.0,2974640.0,1.6171011825876338,,,,,15.0,-,35.14989825029454,1746371094.5152528,0.03757860526099473,0.8682665997827356,720501,801760,传媒,0.0159900168148985,3.0,4067.74,372,184,188,274,109,165,208,82,126,2,0.045327025688981795
20260209,600519.SH,贵州茅台,1518.0,1524.96,1524.97,1504.8,0.65676134,-2.57170418,0.0045915678524374,-0.008695652173913,0.8618535092925621,98,0,0.197,0.459,-2.572,2.303,7896538.0,9162274.0,0.630577,6303134.5,11515447.5,-185.846,1513.49,-0.0029710144927536,600519,7.998339964895863,125707098.0,4992702.0,0.0066128698908645,,,,,98.0,-,1515.015419623342,11963376831.641666,0.010507660150562183,0.8618535092925621,340501,801120,食品饮料,0.0003855981170055,30.0,4123.09,662,52,610,400,18,382,280,11,269,1,0.03971694581637705
20260209,000592.SZ,平潭发展,11.59,11.47,11.31,11.1,-1.2908778,-1.77514793,-0.0241587575496116,-0.0422778257118205,2.2822182259539563,9,0,-0.258,-1.035,-3.167,9.537,536188830.0,234941963.0,27.998065,28645065.0,24712570.5,-13540.122,11.33,-0.0224331320103537,000592,9.106654929322508,86914569.0,1085983.0,0.3915790072649385,,,,,9.0,看多,11.619979547231859,6230503238.05418,0.01394984733643183,2.2822182259539563,110301,801010,农林牧渔,0.0022434964292441,28.0,4123.09,662,52,610,400,18,382,280,11,269,1,0.012494832713258925
20260209,601138.SH,工业富联,56.2,55.52,55.73,56.07,2.05882353,0.96510765,-0.0083629893238435,-0.0023131672597865,0.9541959731925151,39,0,3.309,-1.21,2.642,3.08,137772202.0,144385646.0,0.69378,11763734.0,12285352.0,1361.267,55.31,-0.0158362989323843,601138,9.75586684248815,147806000.0,1770300.0,0.0132439020594023,,,,,39.0,看多,54.39990707489183,7494794986.303226,0.01972115318299115,0.9541959731925153,270504,801080,电子,0.0207499890735856,5.0,4123.09,662,52,610,400,18,382,280,11,269,1,0.011977186311787073
20260210,002361.SZ,神剑股份,14.91,14.78,14.3,14.02,-1.07095047,-1.96850394,-0.0409121395036887,-0.0596914822266935,0.965589694186708,10,0,-0.201,-0.872,-3.737,8.085,296464830.0,307029820.0,36.640268,24502563.0,32255475.5,-7737.196,13.45,-0.0979208584842388,002361,8.761567579645531,54949314.0,-48308.4,0.4554808197118276,,,,,10.0,看多,14.940029459213017,4429193293.820579,0.012406167524154554,0.965589694186708,220504,801030,基础化工,0.0005025053774203,14.0,4128.37,532,129,403,356,33,323,234,18,216,1,-0.0008791447332718294
20260211,300058.SZ,蓝色光标,19.3,18.92,18.62,20.16,-3.56778797,-1.5060241,-0.0352331606217616,0.0445595854922279,1.0412509007579092,6,0,-1.631,-1.969,-2.047,1.117,691438858.0,664046348.0,19.868762,28338864.5,30035444.5,-21340.706,18.71,-0.0305699481865284,300058,8.81585566329726,133789627.0,939813.5,0.1991967161793448,,,,,6.0,-,19.62000223647694,13566031940.347061,0.009862104673518647,1.0412509007579092,720501,801760,传媒,0.0009608907556366,3.0,4131.98,442,205,237,302,44,258,200,23,177,1,0.007024561777124919
20260212,603881.SH,数据港,43.99,43.53,43.0,42.8,3.64285714,0.23866348,-0.0225051147988179,-0.027051602636963,0.822823300137085,24,0,4.738,-1.046,2.364,6.861,128083368.0,155663273.0,17.829547,13812816.0,20669924.5,-1363.227,42.85,-0.0259149806774267,603881,8.930544731427519,85344999.0,-69328.24,0.2700671099855189,,,,,24.0,-,42.00003819053257,5379506347.572038,0.015864838423049584,0.822823300137085,730104,801770,通信,0.0065609389811374,2.0,4134.02,403,399,4,332,121,211,241,77,164,1,-0.0008123292613782796
20260224,600111.SH,北方稀土,56.0,54.94,55.14,60.43,0.36536354,-4.63414634,-0.0153571428571428,0.0791071428571428,0.8145029337148404,95,0,2.302,-1.893,-3.965,1.936,121536816.0,149215934.0,3.361953,4880735.5,7697750.5,-3850.34,54.4,-0.0285714285714286,600111,9.12217574676041,78114400.0,3298400.0,0.0385857425829977,,,,,95.0,看多,54.739887783230046,6652911669.371078,0.011741385408681432,0.8145029337148404,240501,801050,有色金属,0.0341663182719063,1.0,4117.41,610,264,346,459,68,391,301,46,255,2,0.04222524912180085
20260224,603993.SH,洛阳钼业,22.95,22.86,23.0,23.45,4.00363967,-5.09499136,0.0021786492374727,0.0217864923747276,1.277427554497617,49,0,4.413,-0.392,-2.311,-0.172,280186393.0,219336425.0,1.604655,7511602.5,7074331.5,-8366.677,22.7,-0.0108932461873638,603993,9.57582381607273,99851135.0,1649829.6,0.0249175380897732,,,,,49.0,-,21.980021644814343,6158502982.722458,0.016213540089227874,1.277427554497617,240302,801050,有色金属,0.0341663182719063,1.0,4117.41,610,264,346,459,68,391,301,46,255,2,0.016522892804373232
20260225,600410.SH,华胜天成,24.01,24.79,24.36,27.27,4.02853546,-3.16944332,0.0145772594752185,0.1357767596834651,1.603156152210447,3,0,0.755,3.249,-8.346,11.813,366668931.0,228716916.0,33.440101,33411200.0,23303390.5,-10951.179,23.59,-0.0174927113702624,600410,8.955737629337055,77437052.0,1738324.0,0.2941373132039164,,,,,3.0,看多,23.830082874299045,8737751013.160639,0.008862355070929091,1.603156152210447,710301,801750,计算机,0.0015933167604249,16.0,4147.23,709,94,615,550,27,523,344,17,327,2,0.022448220265409897
