初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
1000000.0,7772832.81,7.77283281,6.77283281,-0.12166967365951986,45,0.7333333333333333,0.06225448888888888,55.66574320691514,0
