日期,股票代码,股票简称,开盘价:不复权今日,收盘价:不复权今日,开盘价:不复权明日,收盘价:不复权明日,涨跌幅:前复权今日,涨跌幅:前复权昨日,开盘收益率,收益率,量比,个股热度排名昨日,连续涨停天数昨日,竞价涨幅今日,实体涨跌幅今日,实体涨跌幅昨日,实体涨跌幅前日,成交量昨日,成交量前日,换手率昨日,个股热度昨日,个股热度前日,大单动向(ddx值)昨日,最低价:不复权今日,开盘后最大跌幅
20250305,300031.SZ,宝通科技,31.35,30.82,33.1,35.0,-1.90961171,-4.52749924,0.0558213716108452,0.1164274322169058,0.8547943556524707,64,0,-0.223,-1.691,-4.178,-13.395,118049888.0,138103261.0,33.843482,7589056.5,10661402.5,-3102.041,29.7,-0.052631579
20250305,000818.SZ,航锦科技,30.12,30.15,30.0,31.05,0.97119893,-0.66533599,-0.003984064,0.0308764940239043,0.7145703069669738,66,0,0.871,0.1,0.878,-6.121,81634637.0,114242974.0,12.051751,7489041.0,11009001.5,1511.753,28.87,-0.041500664
20250305,002594.SZ,比亚迪,347.0,353.96,360.18,358.93,2.64470479,-4.26695539,0.0379827089337176,0.0343804034582132,1.732353916293865,80,0,0.626,2.006,1.415,-2.382,26345330.0,15207822.0,2.266347,6466146.5,3580085.5,321.499,347.0,0.0
20250305,300473.SZ,德尔股份,32.01,32.78,32.3,33.83,-3.16100443,-9.97340426,0.0090596688534832,0.056857232114964,0.9754158321910308,92,0,-5.436,2.406,-0.441,18.612,47580915.0,48780134.0,31.710042,5653200.5,7951687.0,243.697,31.82,-0.005935645
20250306,605066.SH,天正电气,10.0,10.07,9.77,9.07,-6.23836127,10.04098361,-0.023,-0.093,1.279320925740946,7,5,-6.89,0.7,0.0,5.172,226847439.0,177318634.0,45.149777,28200590.5,15129838.5,7561.581,9.69,-0.031
20250306,002369.SZ,卓翼科技,14.25,15.36,13.82,14.05,10.0286533,10.00788022,-0.030175439,-0.014035088,0.8896031860711482,8,1,2.077,7.79,11.68,12.5,286360724.0,321897143.0,50.625018,27149451.5,29815080.0,9545.357,13.69,-0.039298246
20250306,300458.SZ,全志科技,63.04,61.5,61.0,59.5,0.0,-1.36327185,-0.032360406,-0.056154822,1.0818174131359264,20,0,2.504,-2.443,-3.756,22.207,139904993.0,129324035.0,27.010272,16527419.0,22872649.5,-3603.264,60.8,-0.035532995
20250306,600797.SH,浙大网新,10.94,10.96,10.92,10.53,1.95348837,4.16666667,-0.001828154,-0.037477148,2.040403837681957,22,0,1.767,0.183,2.186,11.447,243085723.0,119136084.0,23.657353,15077339.0,10281323.5,1056.894,10.78,-0.014625229
20250306,300059.SZ,东方财富,23.21,23.93,23.68,23.41,4.13402959,0.0,0.0202498922878069,0.0086169754416199,1.2064962683087836,48,0,1.001,3.102,0.131,0.878,267756672.0,221929134.0,2.004274,8369437.5,7047447.0,217.688,23.2,-0.000430849
20250306,002227.SZ,奥特迅,12.98,14.05,13.6,12.66,1.22478386,-8.38283828,0.0477657935285053,-0.024653313,5.6556418026119655,52,0,-6.484,8.244,-10.452,0.0,58322313.0,10312236.0,23.551369,8003001.0,6535156.0,-1548.672,12.89,-0.006933744
20250306,000063.SZ,中兴通讯,37.65,38.0,37.89,37.29,2.67495272,0.0,0.0063745019920319,-0.009561753,0.6772197216105634,57,0,1.729,0.93,0.027,3.121,107419443.0,158618303.0,2.667233,7435722.5,11025167.0,596.775,37.65,0.0
20250306,300738.SZ,奥飞数据,23.19,24.98,24.0,25.5,10.77605322,4.15704388,0.0349288486416558,0.0996119016817593,1.272700284205513,58,0,2.838,7.719,1.348,6.076,141985726.0,111562579.0,14.529023,7383732.5,5670769.0,2692.833,22.66,-0.022854679
20250306,300339.SZ,润和软件,59.56,59.79,59.9,58.0,1.73557938,1.57276184,0.0057085292142376,-0.026192075,1.415382600409162,65,0,1.344,0.386,-0.977,4.309,74230819.0,52445762.0,9.54508,7074499.5,5342699.5,-1288.15,58.28,-0.021490934
20250306,300324.SZ,旋极信息,5.58,5.65,5.65,5.64,2.35507246,-2.98769772,0.0125448028673835,0.0107526881720429,0.8243630582063032,68,0,1.087,1.255,-2.128,23.16,487864201.0,591807452.0,28.560644,6904794.0,10968252.5,-10522.561,5.43,-0.02688172
20250306,601127.SH,赛力斯,127.7,134.87,136.21,134.54,6.53238547,3.01057771,0.0666405638214565,0.0535630383711823,2.1405993719959024,71,0,0.869,5.615,2.196,0.318,31690208.0,14804362.0,2.098992,6775331.5,3523028.0,402.303,127.7,0.0
20250306,603123.SH,翠微股份,8.65,9.14,8.88,8.73,3.86363636,1.61662818,0.0265895953757225,0.0092485549132948,2.4023867031753974,72,0,-1.705,5.665,-4.348,10.6,98158006.0,40858537.0,15.048539,6621318.0,2842253.5,-3097.43,8.55,-0.011560694
20250306,300044.SZ,赛为智能,8.13,8.31,8.15,8.0,2.59259259,-2.87769784,0.0024600246002459,-0.01599016,1.5484674645155725,74,0,0.37,2.214,-5.814,14.718,314446297.0,203069360.0,41.170101,6510166.0,8942358.0,-7634.704,7.96,-0.020910209
20250307,605066.SH,天正电气,9.77,9.07,8.76,8.36,-9.93048659,-6.23836127,-0.103377687,-0.144319345,0.932017720508628,7,0,-2.979,-7.165,0.7,0.0,211425833.0,226847439.0,42.080392,27405552.0,28200590.5,-3678.898,9.06,-0.072671443
20250307,300718.SZ,长盛轴承,105.75,102.3,101.0,98.23,-5.57504154,-0.03690718,-0.044917258,-0.071111111,0.9520325852483889,27,0,-2.391,-3.262,0.969,6.715,41738707.0,43841679.0,21.529864,12999559.5,15641587.5,-360.933,100.8,-0.046808511
20250307,300031.SZ,宝通科技,33.0,32.75,32.13,31.79,-6.42857143,13.56262167,-0.026363636,-0.036666667,1.3296592556786129,37,0,-5.714,-0.758,5.74,-1.691,133002442.0,100027463.0,38.130199,11545806.5,5932556.0,367.41,32.2,-0.024242424
20250310,300766.SZ,每日互动,49.88,49.82,48.9,49.73,-1.34653465,-6.98102781,-0.019647153,-0.003007217,0.7534915202114482,28,0,-1.228,-0.12,-5.075,2.725,92558123.0,122838971.0,26.023373,12674405.5,18384926.0,-2552.953,49.21,-0.013432237
20250310,002115.SZ,三维通信,8.55,8.49,8.32,8.65,0.71174377,-4.53001133,-0.026900585,0.0116959064327484,3.520752119191659,29,0,1.424,-0.702,-3.657,1.845,334689576.0,95061954.0,44.495023,12473694.5,10910096.0,-10625.066,8.43,-0.014035088
20250310,300251.SZ,光线传媒,23.38,23.3,22.88,23.49,0.51768766,-3.93700787,-0.0213858,0.0047048759623609,0.7962555593534523,52,0,0.863,-0.342,-2.809,3.12,169200173.0,212494809.0,6.070563,7955558.5,10835408.5,-3668.742,23.21,-0.007271172
20250310,002599.SZ,盛通股份,12.6,12.8,12.23,12.09,3.55987055,0.56956876,-0.029365079,-0.04047619,1.1764773325295583,53,0,1.942,1.587,-4.037,5.766,103894645.0,88309942.0,25.785832,7942118.0,5419785.5,-1642.779,12.6,0.0
20250310,300083.SZ,创世纪,10.0,10.2,10.01,11.02,2.20440882,-1.86823992,0.0009999999999999,0.1019999999999999,0.9451362050850332,55,0,0.2,2.0,0.808,1.598,323288007.0,342054410.0,21.653073,7503713.5,7993046.5,-5047.112,10.0,0.0
20250311,600602.SH,云赛智联,26.96,28.76,28.77,27.89,4.05209841,1.76730486,0.0671364985163204,0.0344955489614243,1.0079501751619075,5,0,-2.46,6.677,4.302,10.004,223413383.0,221651217.0,20.796124,28648215.0,28851954.5,2647.862,26.61,-0.012982196
20250311,002276.SZ,万马股份,16.86,16.37,16.4,16.51,-4.88088321,-1.37535817,-0.027283511,-0.020759193,0.8291100625061861,7,0,-2.034,-2.906,0.526,-1.021,238861539.0,288093885.0,23.765346,25699136.0,28325659.0,-2153.259,15.8,-0.0628707
20250311,002105.SZ,信隆健康,9.0,9.34,10.27,10.27,10.01177856,9.97409326,0.141111111111111,0.141111111111111,1.2351747255708976,31,5,6.007,3.778,6.125,6.044,80916069.0,65509816.0,22.200902,10748218.5,4950226.0,2697.202,8.92,-0.008888889
20250311,002044.SZ,美年健康,6.74,6.7,6.73,6.5,-3.17919075,2.21565731,-0.00148368,-0.035608309,1.7286038230910146,34,0,-2.601,-0.594,-5.206,-2.026,350687702.0,202873381.0,9.055967,10149272.5,3561734.5,-6188.607,6.61,-0.019287834
20250311,600728.SH,佳都科技,5.7,5.75,5.84,6.16,-0.69084629,-9.81308411,0.0245614035087718,0.0807017543859649,4.590679927927038,42,0,-1.554,0.877,-9.531,0.0,346477312.0,75474073.0,16.16934,8489712.0,6345177.0,-11176.687,5.62,-0.014035088
20250311,600592.SH,龙溪股份,18.88,19.86,19.71,19.18,3.00829876,-4.07960199,0.0439618644067797,0.0158898305084746,1.086864371017752,52,0,-2.075,5.191,-6.86,1.362,106242090.0,97751010.0,26.590199,7537433.5,6046206.0,-2642.347,18.81,-0.003707627
20250311,605066.SH,天正电气,8.1,8.37,8.45,8.51,0.11961722,-7.82800441,0.0432098765432098,0.0506172839506173,0.6272512774507486,54,0,-3.11,3.333,-4.566,-7.165,104168972.0,166072156.0,20.732902,7219160.0,14395821.5,-2852.246,8.1,0.0
20250311,300718.SZ,长盛轴承,98.23,103.48,102.0,99.71,5.34459941,-3.97849462,0.0383793138552376,0.0150666802402523,0.7740277287676776,56,0,0.0,5.345,-2.743,-3.262,24911625.0,32184409.0,12.850036,7124786.5,9400145.5,-764.415,96.0,-0.022701822
20250311,002896.SZ,中大力德,95.9,99.0,98.97,105.28,2.25160091,3.32977588,0.0320125130344107,0.0978102189781021,0.9117741694496552,68,0,-0.95,3.233,-0.165,-3.581,17013520.0,18659796.0,11.254465,6668257.5,4426822.0,-150.086,93.01,-0.030135558
20250311,000801.SZ,四川九洲,19.0,19.31,19.31,18.62,-0.56642636,-3.33499253,0.0163157894736841,-0.02,0.6335622120166201,75,0,-2.163,1.632,-1.77,2.239,115192190.0,181816699.0,11.262362,6283539.0,11699438.0,-2742.671,18.56,-0.023157895
20250311,300657.SZ,弘信电子,42.74,45.98,45.7,41.85,6.14035088,-3.49743818,0.0692559663079083,-0.020823584,0.6122563579709623,87,0,-1.339,7.581,0.744,10.079,77440744.0,126484181.0,16.959898,5777012.5,8725410.0,308.881,41.94,-0.018717829
20250312,002276.SZ,万马股份,16.4,16.51,16.2,17.29,0.85522297,-4.88088321,-0.012195122,0.0542682926829268,1.0819604113829309,9,0,0.183,0.671,-2.906,0.526,258438729.0,238861539.0,25.713164,24747434.5,25699136.0,-3390.863,16.16,-0.014634146
20250312,002093.SZ,国脉科技,11.38,12.06,11.73,13.27,6.16197183,3.64963504,0.0307557117750439,0.1660808435852371,25.54439134868245,14,0,0.176,5.975,1.883,0.0,237984322.0,9316500.0,23.63614,14914174.5,7885329.0,626.275,11.08,-0.026362039
20250312,300296.SZ,利亚德,7.8,7.94,7.82,7.54,-1.36645963,11.34163209,0.0025641025641026,-0.033333333,5.091762945065911,27,0,-3.106,1.795,13.38,-1.633,662853791.0,130181589.0,29.142488,11812872.0,1758214.0,5015.458,7.66,-0.017948718
20250312,000880.SZ,潍柴重机,35.59,36.64,36.64,40.3,9.9969979,10.00660502,0.029502669289126,0.1323405450969371,1.9804507850377369,51,1,6.845,2.95,12.915,0.933,43188528.0,21807423.0,26.632952,8055313.0,2378307.0,1439.618,35.0,-0.01657769
20250312,300170.SZ,汉得信息,21.5,21.01,20.96,21.99,0.52631579,-1.50801131,-0.025116279,0.0227906976744185,0.6410895074781645,61,0,2.871,-2.279,-0.571,-7.819,157516076.0,245700599.0,16.622737,7465869.5,11613023.0,-1625.166,20.91,-0.02744186
20250312,600590.SH,泰豪科技,11.14,11.49,11.38,10.8,3.51351351,-0.89285714,0.0215439856373429,-0.030520646,1.169872812769763,72,0,0.36,3.142,-3.478,-2.609,131794069.0,112656750.0,15.623379,6809755.0,6065258.5,-1728.447,11.14,0.0
20250312,300451.SZ,创业慧康,7.87,7.71,7.56,7.81,0.78431373,-4.73225405,-0.039390089,-0.007623888,0.9551047618438124,81,0,2.876,-2.033,-3.652,10.606,376688384.0,394394834.0,24.673473,6236731.5,11747053.5,-4882.998,7.53,-0.043202033
20250313,002195.SZ,岩山科技,6.72,6.31,6.28,6.33,-6.79468242,-2.86944046,-0.06547619,-0.058035714,1.081761910992613,2,0,-0.739,-6.101,-4.648,13.333,2016612160.0,1864192240.0,35.927214,59275833.5,72812992.0,-64531.59,6.21,-0.075892857
20250313,000409.SZ,云鼎科技,15.41,15.5,15.48,15.5,0.58403634,1.64907652,0.0045425048669695,0.0058403634003893,1.076802030454408,6,0,0.0,0.584,-3.808,10.576,223598017.0,207650070.0,52.817192,27723825.5,29750693.5,-6166.372,14.3,-0.072031149
20250313,000903.SZ,云内动力,4.4,4.23,4.18,4.11,-3.86363636,-1.34529148,-0.05,-0.065909091,1.2859011419797777,24,0,0.0,-3.864,-5.579,15.246,443458068.0,344861711.0,23.093627,13688762.5,13896930.5,-13374.132,4.08,-0.072727273
20250313,300344.SZ,立方数科,12.44,13.21,12.88,14.28,5.00794913,1.77993528,0.0353697749196142,0.1479099678456591,1.437788736994119,26,0,-1.113,6.19,-0.238,7.478,188815685.0,131323664.0,29.538848,13334055.0,6484831.5,-3924.405,12.3,-0.011254019
20250313,300846.SZ,首都在线,28.2,26.78,26.16,28.99,-6.36363636,1.45441646,-0.072340426,0.028014184397163,1.752636289481032,40,0,-1.399,-5.036,1.383,5.03,133018033.0,75895971.0,34.084661,10025854.5,6053528.0,-2839.274,26.66,-0.054609929
20250313,000032.SZ,深桑达A,25.93,25.3,25.69,26.08,-4.38397581,7.21231767,-0.009255688,0.00578480524489,2.339085588869274,48,0,-2.003,-2.43,5.84,3.437,128111161.0,54769762.0,19.869471,8632797.5,3172650.5,1741.139,24.88,-0.040493637
20250313,002760.SZ,凤形股份,24.27,23.29,21.87,21.56,-9.37743191,-3.34712298,-0.098887515,-0.111660486,1.2239017155822645,58,0,-5.564,-4.038,-7.587,6.36,36045548.0,29451342.0,33.378997,7932487.0,7696462.0,-958.173,23.13,-0.04697157
20250313,002183.SZ,怡亚通,5.65,5.26,5.28,5.32,-8.20244328,0.17482517,-0.065486726,-0.05840708,1.2790268155568374,73,0,-1.396,-6.903,-2.551,12.377,414867522.0,324361864.0,15.974912,7201043.5,7582141.5,-11458.246,5.2,-0.079646018
20250313,002757.SZ,南兴股份,24.99,23.24,22.65,22.28,-9.99225407,0.0,-0.093637455,-0.108443377,1.058566455527696,80,0,-3.215,-7.003,-3.477,7.539,71965222.0,67983660.0,25.514703,6801225.0,7009229.0,-1660.736,23.24,-0.070028011
20250314,002196.SZ,方正电机,10.15,10.83,11.02,10.71,1.97740113,6.84104628,0.0857142857142856,0.0551724137931034,0.9942507338186704,18,0,-4.426,6.7,1.822,-6.754,205403141.0,206590887.0,42.055439,16195666.5,14917276.5,1110.287,9.56,-0.058128079
20250314,603618.SH,杭电股份,8.58,8.56,8.4,8.22,-7.55939525,9.97624703,-0.020979021,-0.041958042,3.089555228587309,21,2,-7.343,-0.233,4.633,11.082,172372558.0,55792030.0,24.931824,13878471.0,4942984.5,5745.752,8.35,-0.026806527
20250314,002693.SZ,双成药业,10.99,11.29,11.06,11.59,-5.8381985,7.14924039,0.0063694267515923,0.0545950864422201,7.889649191707005,38,0,-8.34,2.73,9.0,0.0,86383769.0,10949000.0,20.998426,9258509.5,8956158.0,2602.588,10.79,-0.018198362
20250314,300738.SZ,奥飞数据,24.8,27.6,26.88,26.79,8.23529412,-1.92307692,0.0838709677419354,0.0802419354838709,0.826706130495523,43,0,-2.745,11.29,-0.585,-0.269,177208543.0,214354940.0,18.059596,8874106.0,17705965.5,2387.917,24.52,-0.011290323
20250314,600580.SH,卧龙电驱,25.75,27.14,28.0,28.08,3.7065342,-4.97458243,0.087378640776699,0.0904854368932038,1.1390828245054814,60,0,-1.605,5.398,-4.975,-2.548,115072670.0,101022215.0,8.833922,7223473.5,7567829.0,-1907.398,25.7,-0.001941748
20250314,603958.SH,哈森股份,18.52,17.76,16.69,16.73,-9.98479473,-3.7091264,-0.098812095,-0.096652268,1.4053170529835035,69,0,-6.133,-4.104,-3.709,3.642,44858690.0,31920690.0,20.449803,6652600.0,4228446.0,-871.901,17.76,-0.041036717
20250314,002896.SZ,中大力德,96.01,98.6,96.8,108.46,-0.09119465,-6.25949848,0.0082283095510883,0.1296739922924694,0.7324329723924036,73,0,-2.716,2.698,-3.368,6.376,15852227.0,21643246.0,10.486268,6361275.0,8005472.0,-284.825,95.1,-0.009478179
20250314,002851.SZ,麦格米特,68.35,69.0,69.2,67.85,0.72992701,2.3916293,0.0124359912216533,-0.007315289,1.4330760706146897,78,0,-0.219,0.951,-0.306,8.113,60840379.0,42454396.0,13.32819,5952414.0,6420066.0,27.973,67.07,-0.01872714
20250314,300476.SZ,胜宏科技,72.97,82.0,84.37,92.14,14.30164483,2.72050401,0.1562285870905852,0.2627107030286419,1.012070500122236,99,0,1.715,12.375,1.271,-1.634,67189306.0,66387970.0,7.85648,5117212.0,4319292.5,-746.548,71.74,-0.016856242
20250317,002105.SZ,信隆健康,13.0,11.69,11.6,11.74,-5.9533387,10.0,-0.107692308,-0.096923077,2.7610204596442136,1,9,4.586,-10.077,22.222,10.029,134473751.0,48704366.0,36.895498,42061160.0,20996995.0,4482.458,11.69,-0.100769231
20250317,000678.SZ,襄阳轴承,13.08,14.2,14.4,15.62,9.99225407,-6.71965318,0.1009174311926605,0.1941896024464831,0.9150000847435013,7,0,1.317,8.563,3.363,7.038,149596441.0,163493363.0,32.548433,24131562.0,27501115.0,-2786.6,12.27,-0.061926606
20250317,000665.SZ,湖北广电,6.89,6.38,6.39,6.48,-7.40203193,-8.62068966,-0.07256894,-0.059506531,0.7827808529174194,8,0,0.0,-7.402,-1.571,7.714,312384672.0,399070405.0,27.471799,22125201.5,27480537.0,-7520.372,6.27,-0.089985486
20250317,000158.SZ,常山北明,27.25,27.15,27.01,27.68,0.81693279,-0.18532246,-0.008807339,0.0157798165137614,0.7072542302861754,10,0,1.188,-0.367,2.826,7.064,218136263.0,308426947.0,13.738108,20683949.0,37173009.5,2395.222,27.07,-0.006605505
20250317,002276.SZ,万马股份,16.49,16.26,16.38,17.89,-1.39478472,-4.626952,-0.00667071,0.0848999393571863,0.6889790630094559,15,0,0.0,-1.395,-2.368,6.728,206848970.0,300225335.0,20.58028,17083300.0,25775654.5,-6777.103,16.07,-0.025469982
20250317,002196.SZ,方正电机,11.02,10.71,10.71,11.78,-1.10803324,1.97740113,-0.028130672,0.0689655172413793,0.9367419313222674,17,0,1.754,-2.813,6.7,1.822,192409735.0,205403141.0,39.395093,14118829.5,16195666.5,2790.122,10.38,-0.058076225
20250317,300248.SZ,新开普,18.86,19.52,19.2,18.69,2.19895288,-7.23652258,0.0180275715800636,-0.009013786,0.9610631744255071,20,0,-1.257,3.5,-2.601,27.335,150039672.0,156118428.0,36.670676,13165626.0,22237426.5,-4209.746,18.34,-0.02757158
20250317,002361.SZ,神剑股份,6.89,6.84,6.79,6.76,-2.14592275,-0.56899004,-0.014513788,-0.018867925,1.8410450317297944,41,0,-1.431,-0.726,-3.051,9.672,240602587.0,130688051.0,30.003203,8972290.5,7087151.0,-7004.886,6.76,-0.018867925
20250317,000880.SZ,潍柴重机,38.2,39.78,38.15,37.4,4.13612565,-5.21091811,-0.001308901,-0.020942408,0.8174930026601835,46,0,0.0,4.136,0.5,9.989,45719905.0,55926968.0,28.193969,8685459.5,13540392.0,314.324,37.82,-0.009947644
20250317,002693.SZ,双成药业,11.06,11.59,11.56,11.28,2.65721878,-5.8381985,0.0452079566003616,0.019891500904159,0.7417952208128358,56,0,-2.037,4.792,2.73,9.0,64079067.0,86383769.0,15.576532,7934892.5,9258509.5,0.0,10.84,-0.019891501
20250317,600696.SH,岩石股份,12.76,14.13,13.7,13.3,4.2804428,4.31100847,0.073667711598746,0.042319749216301,1.6625939664160705,92,0,-5.83,10.737,4.231,10.459,46423519.0,27922343.0,13.879749,5710575.5,4801123.5,10.386,12.76,0.0
20250318,002105.SZ,信隆健康,11.6,11.74,11.15,10.65,0.427716,-5.9533387,-0.038793103,-0.081896552,0.972204136701742,2,0,-0.77,1.207,-10.077,22.222,130735937.0,134473751.0,35.869955,35822640.5,42061160.0,-4357.865,10.88,-0.062068966
20250318,600126.SH,杭钢股份,12.07,12.04,11.9,12.27,-1.39230139,-6.65137615,-0.014084507,0.016570008285004,4.104020966483383,3,0,-1.147,-0.249,-5.202,0.0,383419390.0,93425300.0,11.35321,34668625.0,39430482.0,-11089.09,11.8,-0.022369511
20250318,603300.SH,海南华铁,11.83,11.56,11.5,11.86,-2.85714286,-2.13815789,-0.027895182,0.0025359256128486,1.0112515490341774,11,0,-0.588,-2.282,-2.299,3.932,335263457.0,331533195.0,16.994226,16970873.0,19483004.0,-11175.449,11.43,-0.033812342
20250318,002574.SZ,明牌珠宝,7.88,8.67,8.32,8.0,10.02538071,10.05586592,0.0558375634517767,0.0152284263959391,14.471559542194774,22,5,0.0,10.025,7.945,0.0,145581342.0,10059824.0,27.572223,12773105.5,5128136.5,4852.711,7.2,-0.086294416
20250318,002905.SZ,金逸影视,10.02,9.76,8.97,8.78,-9.96309963,10.05076142,-0.104790419,-0.123752495,19.51147330270378,38,4,-7.565,-2.595,10.163,0.0,68704151.0,3521218.0,19.661215,8996013.5,3070061.5,2290.138,9.76,-0.025948104
20250318,002580.SZ,圣阳股份,17.16,17.96,18.02,17.52,9.9816289,6.87172775,0.05011655011655,0.0209790209790209,1.4835317831757695,54,0,5.083,4.662,7.718,0.066,114145944.0,76942028.0,25.234612,7365498.5,4207206.5,1978.53,17.15,-0.000582751
20250318,300153.SZ,科泰电源,42.95,43.99,42.84,43.02,3.50588235,-5.55555556,-0.002561118,0.0016298020954598,1.1102073222181017,58,0,1.059,2.421,-6.696,-1.897,62991275.0,56738299.0,19.788034,7213953.5,7782490.0,-1150.688,41.75,-0.027939464
20250318,300100.SZ,双林股份,55.29,60.3,61.11,61.49,10.07667032,7.43282997,0.1052631578947368,0.1121360101284138,1.0099548174667268,74,0,0.931,9.061,7.202,13.614,52426189.0,51909440.0,13.544617,6169487.0,5603927.0,557.83,53.81,-0.026767951
20250318,605100.SH,华丰股份,27.08,26.86,26.96,27.77,-2.57526297,-3.70241006,-0.004431315,0.025480059084195,0.7183012423765192,82,0,-1.777,-0.812,-0.827,-4.567,28389624.0,39523284.0,16.706461,5839943.0,10378072.5,-926.909,26.52,-0.020679468
20250318,300961.SZ,深水海纳,16.31,19.8,18.8,21.23,14.84918794,6.74922601,0.1526670754138566,0.3016554261189456,0.904175253660336,95,0,-5.394,21.398,5.702,-5.0,56890499.0,62919770.0,37.667194,5035434.5,6143131.5,-388.995,15.99,-0.019619865
20250319,002574.SZ,明牌珠宝,8.32,8.0,8.04,7.49,-7.727797,10.02538071,-0.033653846,-0.099759615,1.1086087185540576,9,6,-4.037,-3.846,10.025,7.945,161392745.0,145581342.0,30.566807,20985058.5,12773105.5,5379.758,7.8,-0.0625
20250319,002086.SZ,东方海洋,3.4,3.25,3.12,3.43,-9.21787709,10.15384615,-0.082352941,0.0088235294117647,32.17269352844475,19,4,-5.028,-4.412,2.579,0.0,570348406.0,17727717.0,37.596598,16762321.5,7824489.0,19011.614,3.22,-0.052941176
20250319,002724.SZ,海洋王,6.66,7.29,7.07,8.02,-0.81632653,10.02994012,0.0615615615615615,0.2042042042042041,16.197228676366443,46,4,-9.388,9.46,0.0,0.0,89884998.0,5549406.0,15.720602,7803747.5,4539674.5,2996.167,6.65,-0.001501502
20250319,300339.SZ,润和软件,62.57,60.76,60.65,59.27,-3.75415809,0.3975827,-0.030685632,-0.05274093,0.6642668209242817,54,0,-0.887,-2.893,1.79,1.583,81068274.0,122041733.0,10.424284,7185568.5,13943177.5,1467.734,60.62,-0.031165095
20250319,002762.SZ,金发拉比,6.73,6.67,6.59,6.84,-6.05633803,-1.66204986,-0.020802377,0.0163447251114412,3.612774167800184,79,0,-5.211,-0.892,-0.976,0.0,77940888.0,21573695.0,36.872677,5709495.5,5253617.5,-1075.952,6.61,-0.017830609
20250319,300657.SZ,弘信电子,41.16,39.27,38.9,38.32,-6.5,-3.00230947,-0.054907677,-0.068999028,0.996293711139579,92,0,-2.0,-4.592,-3.714,5.327,70477851.0,70740034.0,15.43499,5101482.5,5223108.0,-1260.2,39.08,-0.0505345
20250320,002574.SZ,明牌珠宝,8.04,7.49,7.15,6.74,-6.375,-7.727797,-0.110696517,-0.161691542,0.9822835035118834,6,0,0.5,-6.841,-3.846,10.025,158533431.0,161392745.0,30.025271,24569845.0,20985058.5,-3920.719,7.41,-0.078358209
20250320,000409.SZ,云鼎科技,15.03,15.15,15.0,13.64,-2.57234727,-2.93383271,-0.001996008,-0.092481703,2.4423583283270487,9,0,-3.344,0.798,-5.643,5.882,185849689.0,76094358.0,43.900473,20092547.5,17250605.5,-5718.452,14.84,-0.012641384
20250320,002105.SZ,信隆健康,10.63,10.79,10.35,9.71,1.31455399,-9.28449744,-0.026340546,-0.086547507,0.8044621843599439,24,0,-0.188,1.505,-4.484,1.207,93365824.0,116059929.0,25.616736,12488631.0,21366636.0,-2558.915,10.32,-0.029162747
20250320,002724.SZ,海洋王,7.07,8.02,8.69,8.48,10.01371742,-0.81632653,0.229137199434229,0.1994342291371994,1.3344240047710745,35,0,-3.018,13.437,9.46,0.0,119944699.0,89884998.0,20.977948,9483946.0,7803747.5,-179.022,6.85,-0.031117397
20250320,000905.SZ,厦门港务,8.4,8.05,8.13,7.95,-6.39534884,-0.92165899,-0.032142857,-0.053571429,65.09602393265638,43,0,-2.326,-4.167,-9.948,0.0,172445877.0,2649100.0,23.246696,8494153.5,3920912.0,-5748.196,7.99,-0.048809524
20250320,603629.SH,利通电子,32.5,30.45,30.13,30.15,-8.69565217,-4.71428571,-0.072923077,-0.072307692,1.3166391591796796,60,0,-2.549,-6.308,-1.593,1.215,56647939.0,43024650.0,22.232315,6883060.5,5417658.0,-1580.73,30.35,-0.066153846
20250320,002708.SZ,光洋股份,13.57,14.09,13.64,13.35,5.14925373,4.8513302,0.0051584377302874,-0.016212233,0.9858418719268732,76,0,1.269,3.832,3.315,-2.517,105985259.0,107507362.0,20.619895,5998403.0,4861477.5,642.335,13.42,-0.011053795
20250320,002885.SZ,京泉华,15.95,15.44,15.12,15.54,-6.36749545,0.0,-0.052037618,-0.025705329,4.395132033704784,82,0,-3.275,-3.198,-3.0,0.0,68411408.0,15565268.0,29.425903,5793076.5,3544396.5,-1180.297,15.41,-0.033855799
20250320,300339.SZ,润和软件,60.65,59.27,58.58,56.07,-2.45227123,-3.75415809,-0.034130256,-0.075515251,0.7068459234743298,90,0,-0.181,-2.275,-2.893,1.79,57302779.0,81068274.0,7.368363,5316412.0,7185568.5,-1710.531,59.26,-0.022918384
20250321,002093.SZ,国脉科技,14.31,14.29,13.51,12.86,-10.01259446,9.97229917,-0.055904962,-0.101327743,1.094707460346948,5,2,-9.887,-0.14,13.429,11.851,277813781.0,253779015.0,27.591925,31942164.5,23608561.5,9260.459,14.29,-0.001397624
20250321,002278.SZ,神开股份,10.73,11.29,11.18,10.6,10.03898635,9.96784566,0.0419384902143522,-0.012115564,19.087981919317397,15,6,4.581,5.219,2.498,0.0,155628745.0,8153232.0,46.566639,15966985.5,8712522.0,5187.625,10.73,0.0
20250321,300846.SZ,首都在线,29.3,30.45,30.08,29.92,3.22033898,-4.83870968,0.0266211604095562,0.021160409556314,1.103456679465177,16,0,-0.678,3.925,-4.808,3.714,156283172.0,141630546.0,40.046141,15091479.0,12497144.0,-5209.439,28.0,-0.044368601
