初始资金,期末权益,期末净值,总收益率,最大回撤,交易笔数,胜率,平均单笔净收益率,收益回撤比,未平仓数量
1000000.0,5832721.36,5.832721360000001,4.832721360000001,-0.13509144305944643,67,0.582089552238806,0.04468241791044777,35.7737044667839,0
